-0.15472654	-0.20064421	0.21115348	-0.154402	-0.22542314	-0.18064304	0.16765605	0.13704392	0.16879764	-0.19585313	0.14111127	-0.21162568	-0.13808909	0.19481355	0.15728949	0.179786
-0.08935766	-0.14346826	0.13712442	-0.11929898	-0.17533445	-0.12620975	0.21074224	0.12649076	0.12435221	-0.14469591	0.14885171	-0.10681285	-0.15859929	0.1867187	0.13542134	0.061544165
0.057589825	0.030512413	-0.046875898	0.094300136	0.027007382	0.04168545	-0.028250946	-0.05338756	-0.06611468	0.018314576	-0.049662404	0.05906982	0.08153656	-0.08162323	-0.010111255	-0.036921844
-0.20381494	-0.1377164	0.15769744	-0.16736268	-0.21465129	-0.16493315	0.21287498	0.15057182	0.09391034	-0.18204124	0.14706925	-0.13578314	-0.10519844	0.22776122	0.2031856	0.13048813
-0.77230996	-0.7630564	0.7090944	-0.895599	-0.8977867	-0.840739	0.9637149	0.67808455	0.7760265	-0.8506606	0.8425818	-0.8503475	-0.77144074	1.0118014	0.8365631	0.6214925
-0.079354666	-0.080646746	0.07326838	-0.17337866	-0.120531134	-0.11146167	0.15509798	0.063738525	0.10595152	-0.11228325	0.080723144	-0.07964278	-0.09682129	0.18552	0.16057973	0.0761246
0.35631222	0.3686521	-0.37120342	0.36092407	0.4210205	0.3688406	-0.35896933	-0.3102049	-0.3794629	0.33464012	-0.38394004	0.38101634	0.3440025	-0.36307427	-0.36563104	-0.29023367
-0.29647645	-0.36106727	0.32996076	-0.358146	-0.40634447	-0.34894955	0.3805604	0.31366935	0.31252322	-0.37847978	0.41608933	-0.3114515	-0.36483675	0.43821362	0.392708	0.28774562
-0.33208123	-0.35249975	0.3766517	-0.4433561	-0.36083263	-0.37468058	0.44098288	0.2913151	0.34231424	-0.3925055	0.43134323	-0.34065288	-0.36679196	0.4619438	0.3905432	0.23743603
0.12417624	0.040699415	-0.10755807	0.1523185	0.098501325	0.12876205	-0.16150369	-0.09882361	-0.036368232	0.16143334	-0.1505196	0.07887477	0.0863671	-0.15411358	-0.059751183	-0.032365326
-0.23134865	-0.21346292	0.25577945	-0.29990563	-0.29499337	-0.30389342	0.27333677	0.21987632	0.21591246	-0.32995704	0.314556	-0.25310293	-0.2260624	0.3020474	0.22552189	0.16610791
-0.42360154	-0.397195	0.45675513	-0.3507173	-0.3716034	-0.34413034	0.37729895	0.4625787	0.43751353	-0.4278039	0.37086427	-0.44662288	-0.39251018	0.3927195	0.38190424	0.49269342
-0.026008833	-0.066094846	0.035070907	-0.07623593	-0.04925011	-0.09188222	0.088851556	0.11699538	0.09516908	-0.066421114	0.04186712	-0.06561631	-0.05084439	0.044441503	0.042210307	0.09053968
0.5570996	0.5412492	-0.60048217	0.667789	0.6777795	0.60104716	-0.76670784	-0.5136098	-0.5667041	0.62202805	-0.68417835	0.60484326	0.5813386	-0.7480569	-0.6706129	-0.534886
-0.6964375	-0.7651215	0.70086604	-0.7672321	-0.79991275	-0.72585773	0.8127416	0.7043479	0.7846384	-0.7552852	0.7506485	-0.7689052	-0.73760766	0.7870938	0.7964945	0.77387667
0.06261904	0.075451724	-0.06192281	0.14460811	0.10677349	0.12853166	-0.17522341	-0.026141297	-0.13566534	0.16163139	-0.115025416	0.116665274	0.061394207	-0.15203798	-0.09431554	-0.002285564
0.14057706	0.085990764	-0.10685464	0.13118893	0.14441624	0.06372451	-0.15740421	-0.0860415	-0.113775164	0.15255933	-0.07940184	0.07973331	0.12587039	-0.1831886	-0.15101057	-0.09971863
0.49500927	0.5233251	-0.5503279	0.6126361	0.56818634	0.5471096	-0.63627785	-0.42988992	-0.4606972	0.6113317	-0.5783533	0.52920467	0.5596803	-0.6788518	-0.5513627	-0.49076512
0.3532345	0.35490283	-0.41243005	0.3981282	0.4611534	0.39629725	-0.40520936	-0.37415206	-0.4405751	0.42663845	-0.4024553	0.37198162	0.35315675	-0.44171673	-0.4107415	-0.41698945
-0.5600496	-0.503152	0.4892946	-0.67711866	-0.5928715	-0.620002	0.6315077	0.44477293	0.46802896	-0.56324184	0.6078289	-0.53739774	-0.5757764	0.74949837	0.6316798	0.49428615
0.6592044	0.6983355	-0.5894464	0.77660334	0.81957656	0.69832325	-0.87684846	-0.52849644	-0.6525214	0.7551476	-0.7857029	0.6801932	0.66843987	-0.90704864	-0.758053	-0.5060817
-0.10626269	-0.12461474	0.055905778	-0.14395323	-0.15544662	-0.12556309	0.2032109	0.05870916	0.135005	-0.10967974	0.16526665	-0.16206938	-0.1546914	0.19233717	0.11671738	0.07381989
-0.03853396	-0.036301386	0.005486481	-0.04003245	0.00599494	0.027376145	0.053676594	-0.017446905	0.008383351	-0.03326122	-0.003668334	0.03518412	0.027486484	0.03482176	-0.03416932	-0.023979109
-0.13307932	-0.1894205	0.18631896	-0.17107001	-0.14286152	-0.16419809	0.15983346	0.15897562	0.18030125	-0.14271598	0.14725715	-0.18813586	-0.21091472	0.147119	0.1333664	0.21838474
